,Player,Team,POS,RUSH_ATT,RUSH_YD,RUSH_TD,REC,REC_YD,REC_TD,FL,PASS_ATT,CMP,PASS_YD,PASS_TD,INTS
44,Davis Mills,HOU,QB,14.8,32.2,0.2,0.0,0,0.0,0.6,87.0,51.0,525.4,1.6,4.0
45,Clayton Tune,ARI,QB,10.8,25.8,0.2,0.0,0,0.0,0.7,92.2,56.2,520.7,1.4,2.7
46,Tyrod Taylor,NYG,QB,13.9,58.6,0.2,0.0,0,0.0,0.3,43.5,28.1,293.9,2.0,1.4
47,Marcus Mariota,PHI,QB,15.1,47.9,0.3,0.0,0,0.0,0.4,53.2,33.4,321.3,1.6,1.2
48,Andy Dalton,CAR,QB,7.5,15.8,0.1,0.0,0,0.0,0.4,65.1,40.4,407.0,1.9,2.4
49,Mitch Trubisky,PIT,QB,8.3,25.1,0.2,0.0,0,0.0,0.2,58.2,38.2,359.3,1.6,1.7
50,Sean Clifford,GB,QB,9.2,20.8,0.2,0.0,0,0.0,0.6,59.2,36.7,403.2,1.6,2.4
51,Tyler Huntley,BAL,QB,19.7,57.5,0.2,0.0,0,0.0,0.5,52.6,32.9,302.6,1.3,1.3
52,Jarrett Stidham,DEN,QB,5.3,10.8,0.1,0.0,0,0.0,0.4,60.3,34.1,351.5,2.0,2.1
53,Blaine Gabbert,KC,QB,11.1,21.2,0.1,0.0,0,0.0,0.5,56.0,32.9,353.6,1.7,2.6
54,Teddy Bridgewater,DET,QB,5.1,14.7,0.1,0.0,0,0.0,0.2,60.7,33.3,355.2,1.2,1.6
55,Zach Wilson,NYJ,QB,5.4,13.4,0.2,0.0,0,0.0,0.5,94.1,52.6,482.3,0.9,5.2
56,Nick Mullens,MIN,QB,4.7,8.6,0.1,0.0,0,0.0,0.7,43.3,32.5,327.6,1.9,2.1
57,Jameis Winston,NO,QB,4.0,9.8,0.2,0.0,0,0.0,0.2,35.5,23.9,299.0,1.5,1.3
58,Trey Lance,DAL,QB,14.8,36.3,0.1,0.0,0,0.0,0.5,71.2,43.0,367.9,0.6,2.3
59,C.J. Beathard,JAC,QB,11.6,20.1,0.1,0.0,0,0.0,0.6,56.6,33.0,341.5,1.5,2.9
60,Drew Lock,SEA,QB,5.5,16.1,0.1,0.0,0,0.0,0.5,50.8,27.8,318.1,1.6,2.7
61,Easton Stick,LAC,QB,15.0,20.4,0.2,0.0,0,0.0,0.7,54.1,31.8,311.9,1.6,3.5
62,Brett Rypien,LAR,QB,33.4,31.9,0.1,0.0,0,0.0,0.9,0.0,0.0,290.1,2.2,5.4
63,Dorian Thompson-Robinson,CLE,QB,8.1,24.2,0.1,0.0,0,0.0,0.6,49.2,29.9,306.0,1.1,1.8
64,Cooper Rush,DAL,QB,2.9,6.6,0.1,0.0,0,0.0,0.2,36.2,22.7,273.5,1.5,1.2
65,Tyson Bagent,CHI,QB,8.5,23.1,0.2,0.0,0,0.0,0.6,40.6,24.8,260.9,1.3,2.4
66,Matt Corral,NE,QB,7.6,20.1,0.2,0.0,0,0.0,0.5,32.5,19.9,267.9,1.0,2.1
67,Malik Willis,TEN,QB,16.6,22.7,0.1,0.0,0,0.0,0.7,79.1,45.5,368.6,0.6,3.6
68,Aidan O'Connell,LV,QB,11.9,18.9,0.1,0.0,0,0.0,0.6,74.2,44.1,330.3,0.5,2.5
69,Kyle Allen,BUF,QB,7.9,15.7,0.1,0.0,0,0.0,1.3,53.5,33.2,310.6,1.1,3.1
70,Hendon Hooker,DET,QB,19.4,39.5,0.2,0.0,0,0.0,1.5,76.7,44.9,411.6,0.0,5.1
71,Logan Woodside,ATL,QB,0.0,1.6,0.3,0.0,0,0.0,0.2,0.0,0.0,185.0,0.6,1.1
72,Jake Browning,CIN,QB,8.7,20.8,0.1,0.0,0,0.0,0.5,24.1,15.2,153.8,1.0,1.9
73,Case Keenum,HOU,QB,10.0,0.7,0.0,0.0,0,0.0,0.8,119.6,59.1,274.4,0.4,1.5
74,Brandon Allen,SF,QB,16.4,7.6,0.0,0.0,0,0.0,0.6,0.0,0.0,0.0,3.4,3.4
75,Skylar Thompson,MIA,QB,25.7,19.6,0.0,0.0,0,0.0,0.9,82.2,46.6,221.4,0.7,4.0
76,PJ Walker,CLE,QB,19.6,24.1,0.0,0.0,0,0.0,0.5,64.1,27.1,203.0,0.6,5.5
77,Tanner McKee,PHI,QB,10.0,14.6,0.1,0.0,0,0.0,0.4,24.8,14.7,119.3,0.4,1.7
78,David Blough,DET,QB,33.4,24.8,0.0,0.0,0,0.0,0.8,0.0,0.0,72.5,1.1,4.1
79,Mason Rudolph,PIT,QB,17.7,11.2,0.0,0.0,0,0.0,0.0,0.0,0.0,7.9,0.6,0.2
80,Jaren Hall,MIN,QB,11.8,16.2,0.1,0.0,0,0.0,0.4,10.0,6.5,59.6,0.4,1.6
81,Jake Haener,NO,QB,11.8,16.1,0.1,0.0,0,0.0,0.4,7.5,5.0,56.8,0.4,1.6
82,Nathan Peterman,CHI,QB,0.0,0.8,0.2,0.0,0,0.0,0.1,0.0,0.0,23.9,0.4,1.6
83,John Wolford,TB,QB,33.4,48.6,0.0,0.0,0,0.0,1.5,0.0,0.0,0.0,1.7,6.9
84,Feleipe Franks,ATL,QB,33.4,48.6,0.0,0.0,0,0.0,1.5,0.0,0.0,0.0,1.7,6.9
85,Sam Ehlinger,IND,QB,33.4,24.3,0.0,0.0,0,0.0,0.8,0.0,0.0,15.7,0.9,3.6
86,Nate Sudfeld,DET,QB,0.0,1.7,0.0,0.0,0,0.0,0.0,0.0,0.0,26.3,0.1,0.1
87,Jeff Driskel,ARI,QB,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.4,2.9
88,Malik Cunningham,NE,QB,22.5,44.2,0.2,0.0,0,0.0,1.3,0.0,0.0,0.0,0.0,4.5
89,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
90,0,0,QB,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
1,Travis Kelce,KC,TE,0.0,0,0.0,105.2,"1,236.1",9.9,0.6,0.0,0.0,0,0.0,0.0
2,Mark Andrews,BAL,TE,0.0,0,0.0,74.8,891.1,6.5,0.2,0.0,0.0,0,0.0,0.0
3,T.J. Hockenson,MIN,TE,0.0,0,0.0,80.9,840.3,5.8,0.5,0.0,0.0,0,0.0,0.0
4,George Kittle,SF,TE,0.0,0,0.0,61.3,787.0,5.9,0.5,0.0,0.0,0,0.0,0.0
5,Darren Waller,NYG,TE,0.0,0,0.0,67.0,823.6,5.1,0.3,0.0,0.0,0,0.0,0.0
6,Kyle Pitts,ATL,TE,0.0,0,0.0,59.1,780.5,3.9,0.1,0.0,0.0,0,0.0,0.0
7,Dallas Goedert,PHI,TE,0.0,0,0.0,63.5,741.6,4.2,0.6,0.0,0.0,0,0.0,0.0
8,Pat Freiermuth,PIT,TE,0.0,0,0.0,60.3,640.0,4.1,0.2,0.0,0.0,0,0.0,0.0
9,Evan Engram,JAC,TE,0.0,0,0.0,62.6,653.8,3.6,0.2,0.0,0.0,0,0.0,0.0
10,David Njoku,CLE,TE,0.0,0,0.0,52.6,577.2,4.3,0.4,0.0,0.0,0,0.0,0.0
11,Chigoziem Okonkwo,TEN,TE,0.0,0,0.0,47.1,573.1,3.7,0.1,0.0,0.0,0,0.0,0.0
12,Dalton Schultz,HOU,TE,0.0,0,0.0,56.0,569.9,4.2,0.5,0.0,0.0,0,0.0,0.0
13,Greg Dulcich,DEN,TE,0.0,0,0.0,46.9,574.8,3.4,0.1,0.0,0.0,0,0.0,0.0
14,Cole Kmet,CHI,TE,0.0,0,0.0,47.6,518.2,4.2,0.2,0.0,0.0,0,0.0,0.0
15,Tyler Higbee,LAR,TE,0.0,0,0.0,60.6,569.4,3.3,0.1,0.0,0.0,0,0.0,0.0
16,Dalton Kincaid,BUF,TE,0.0,0,0.0,44.3,510.0,4.3,0.4,0.0,0.0,0,0.0,0.0
17,Gerald Everett,LAC,TE,0.0,0,0.0,50.7,526.3,3.7,0.3,0.0,0.0,0,0.0,0.0
18,Juwan Johnson,NO,TE,0.0,0,0.0,41.1,489.0,4.3,0.1,0.0,0.0,0,0.0,0.0
19,Sam LaPorta,DET,TE,0.0,0,0.0,44.0,483.9,3.8,0.6,0.0,0.0,0,0.0,0.0
20,Hunter Henry,NE,TE,0.0,0,0.0,42.6,500.6,2.9,0.1,0.0,0.0,0,0.0,0.0
21,Irv Smith Jr.,CIN,TE,0.0,0,0.0,42.9,409.9,4.1,0.1,0.0,0.0,0,0.0,0.0
22,Noah Fant,SEA,TE,0.0,0,0.0,45.2,467.5,3.0,0.1,0.0,0.0,0,0.0,0.0
23,Dawson Knox,BUF,TE,0.0,0,0.0,36.8,409.0,3.6,0.2,0.0,0.0,0,0.0,0.0
24,Cade Otton,TB,TE,0.0,0,0.0,45.1,465.1,2.5,0.1,0.0,0.0,0,0.0,0.0
25,Hayden Hurst,CAR,TE,0.0,0,0.0,46.4,441.3,2.8,0.5,0.0,0.0,0,0.0,0.0
26,Mike Gesicki,NE,TE,0.0,0,0.0,36.4,416.0,2.9,0.1,0.0,0.0,0,0.0,0.0
27,Jake Ferguson,DAL,TE,0.0,0,0.0,38.4,392.0,3.2,0.1,0.0,0.0,0,0.0,0.0
28,Tyler Conklin,NYJ,TE,0.0,0,0.0,45.6,431.4,2.4,0.1,0.0,0.0,0,0.0,0.0
29,Zach Ertz,ARI,TE,0.0,0,0.0,42.7,425.0,2.5,0.1,0.0,0.0,0,0.0,0.0
30,Taysom Hill,NO,TE,0.0,0,0.0,13.1,182.0,1.7,1.1,0.0,0.0,0,0.0,0.0
31,Luke Musgrave,GB,TE,0.0,0,0.0,36.0,385.8,2.6,0.4,0.0,0.0,0,0.0,0.0
32,Michael Mayer,LV,TE,0.0,0,0.0,35.2,383.7,2.5,0.4,0.0,0.0,0,0.0,0.0
33,Logan Thomas,WAS,TE,0.0,0,0.0,42.6,403.3,2.1,0.1,0.0,0.0,0,0.0,0.0
34,Trey McBride,ARI,TE,0.0,0,0.0,35.5,382.1,2.1,0.1,0.0,0.0,0,0.0,0.0
35,Jelani Woods,IND,TE,0.0,0,0.0,26.0,327.3,1.8,0.0,0.0,0.0,0,0.0,0.0
36,Isaiah Likely,BAL,TE,0.0,0,0.0,24.3,297.9,2.2,0.0,0.0,0.0,0,0.0,0.0
37,Austin Hooper,LV,TE,0.0,0,0.0,30.9,312.9,1.8,0.0,0.0,0.0,0,0.0,0.0
38,Durham Smythe,MIA,TE,0.0,0,0.0,25.8,237.4,1.5,0.0,0.0,0.0,0,0.0,0.0
39,Luke Schoonmaker,DAL,TE,0.0,0,0.0,21.0,234.9,1.5,0.3,0.0,0.0,0,0.0,0.0
40,Noah Gray,KC,TE,0.0,0,0.0,21.1,221.0,1.5,0.0,0.0,0.0,0,0.0,0.0
41,Donald Parham Jr.,LAC,TE,0.0,0,0.0,19.1,207.9,1.7,0.0,0.0,0.0,0,0.0,0.0
42,Adam Trautman,DEN,TE,0.0,0,0.0,21.6,229.9,1.3,0.2,0.0,0.0,0,0.0,0.0
43,Kylen Granson,IND,TE,0.0,0,0.0,22.7,233.5,1.1,0.0,0.0,0.0,0,0.0,0.0
44,Brock Wright,DET,TE,0.0,0,0.0,17.2,181.4,1.9,0.0,0.0,0.0,0,0.0,0.0
45,Foster Moreau,NO,TE,0.0,0,0.0,17.7,229.6,1.2,0.3,0.0,0.0,0,0.0,0.0
46,Will Dissly,SEA,TE,0.0,0,0.0,21.3,215.5,1.2,0.1,0.0,0.0,0,0.0,0.0
47,Robert Tonyan,CHI,TE,0.0,0,0.0,18.6,200.3,1.4,0.0,0.0,0.0,0,0.0,0.0
48,C.J. Uzomah,NYJ,TE,0.0,0,0.0,19.4,198.1,1.5,0.0,0.0,0.0,0,0.0,0.0
49,Jonnu Smith,ATL,TE,0.0,0,0.0,18.9,207.2,1.2,0.0,0.0,0.0,0,0.0,0.0
50,Mo Alie-Cox,IND,TE,0.0,0,0.0,16.6,195.9,1.5,0.4,0.0,0.0,0,0.0,0.0
51,Brenton Strange,JAC,TE,0.0,0,0.0,20.4,189.0,1.3,0.3,0.0,0.0,0,0.0,0.0
52,Jordan Akins,CLE,TE,0.0,0,0.0,15.8,193.0,1.1,0.1,0.0,0.0,0,0.0,0.0
53,Harrison Bryant,CLE,TE,0.0,0,0.0,18.0,181.7,1.1,0.2,0.0,0.0,0,0.0,0.0
54,Josiah Deguara,GB,TE,0.0,0,0.0,18.8,174.4,1.0,0.0,0.0,0.0,0,0.0,0.0
55,Colby Parkinson,SEA,TE,0.0,0,0.0,15.0,175.0,0.9,0.0,0.0,0.0,0,0.0,0.0
56,Josh Oliver,MIN,TE,0.0,0,0.0,15.7,159.6,1.2,0.0,0.0,0.0,0,0.0,0.0
57,Tommy Tremble,CAR,TE,0.0,0,0.0,15.5,148.1,1.4,0.4,0.0,0.0,0,0.0,0.0
58,Tucker Kraft,GB,TE,0.0,0,0.0,15.2,168.8,1.1,0.3,0.0,0.0,0,0.0,0.0
59,Darnell Washington,PIT,TE,0.0,0,0.0,15.1,180.6,0.8,0.3,0.0,0.0,0,0.0,0.0
60,Teagan Quitoriano,HOU,TE,0.0,0,0.0,13.5,157.0,1.1,0.1,0.0,0.0,0,0.0,0.0
61,Ian Thomas,CAR,TE,0.0,0,0.0,17.2,163.3,0.8,0.0,0.0,0.0,0,0.0,0.0
62,Jimmy Graham,NO,TE,0.0,0,0.0,12.6,145.2,1.0,0.0,0.0,0.0,0,0.0,0.0
63,Lawrence Cager,NYG,TE,0.0,0,0.0,11.6,136.8,1.1,0.0,0.0,0.0,0,0.0,0.0
64,Daniel Bellinger,NYG,TE,0.0,0,0.0,13.7,159.5,0.8,0.3,0.0,0.0,0,0.0,0.0
65,Brevin Jordan,HOU,TE,0.0,0,0.0,13.0,156.1,0.7,0.0,0.0,0.0,0,0.0,0.0
66,Blake Bell,KC,TE,0.0,0,0.0,11.3,109.3,0.9,0.0,0.0,0.0,0,0.0,0.0
67,Peyton Hendershot,DAL,TE,0.0,0,0.0,9.3,116.9,1.0,0.0,0.0,0.0,0,0.0,0.0
68,Connor Heyward,PIT,TE,0.0,0,0.0,10.5,118.6,0.8,0.1,0.0,0.0,0,0.0,0.0
69,Josh Whyle,TEN,TE,0.0,0,0.0,11.8,123.2,0.8,0.0,0.0,0.0,0,0.0,0.0
70,Ko Kieft,TB,TE,0.0,0,0.0,11.5,121.4,0.8,0.1,0.0,0.0,0,0.0,0.0
71,Albert Okwuegbunam,PHI,TE,0.0,0,0.0,9.6,124.7,0.8,0.1,0.0,0.0,0,0.0,0.0
72,Elijah Higgins,ARI,TE,0.0,0,0.0,12.0,129.0,0.7,0.1,0.0,0.0,0,0.0,0.0
73,Hunter Long,LAR,TE,0.0,0,0.0,10.3,125.4,0.7,0.1,0.0,0.0,0,0.0,0.0
74,Ben Sims,GB,TE,0.0,0,0.0,11.0,106.0,1.0,0.0,0.0,0.0,0,0.0,0.0
75,Charlie Kolar,BAL,TE,0.0,0,0.0,9.9,116.0,0.7,0.0,0.0,0.0,0,0.0,0.0
76,Brycen Hopkins,LAR,TE,0.0,0,0.0,10.2,126.0,0.5,0.0,0.0,0.0,0,0.0,0.0
77,John Bates,WAS,TE,0.0,0,0.0,11.9,119.0,0.6,0.0,0.0,0.0,0,0.0,0.0
78,Trevon Wesco,TEN,TE,0.0,0,0.0,9.7,111.2,0.7,0.1,0.0,0.0,0,0.0,0.0
79,James Mitchell,DET,TE,0.0,0,0.0,8.8,108.4,0.7,0.0,0.0,0.0,0,0.0,0.0
80,Tre' McKitty,LAC,TE,0.0,0,0.0,10.7,108.3,0.7,0.0,0.0,0.0,0,0.0,0.0
81,Geoff Swaim,ARI,TE,0.0,0,0.0,13.2,101.2,0.8,0.0,0.0,0.0,0,0.0,0.0
82,Payne Durham,TB,TE,0.0,0,0.0,11.1,108.4,0.6,0.3,0.0,0.0,0,0.0,0.0
83,Ross Dwelley,SF,TE,0.0,0,0.0,5.9,95.9,0.7,0.0,0.0,0.0,0,0.0,0.0
84,Will Mallory,IND,TE,0.0,0,0.0,8.7,96.0,0.7,0.0,0.0,0.0,0,0.0,0.0
85,Stephen Sullivan,CAR,TE,0.0,0,0.0,8.7,100.8,0.6,0.1,0.0,0.0,0,0.0,0.0
86,Davis Allen,LAR,TE,0.0,0,0.0,17.3,107.2,0.6,0.4,0.0,0.0,0,0.0,0.0
87,Eric Saubert,MIA,TE,0.0,0,0.0,12.5,98.2,0.6,0.0,0.0,0.0,0,0.0,0.0
88,Tyler Kroft,MIA,TE,0.0,0,0.0,9.3,82.9,0.8,0.0,0.0,0.0,0,0.0,0.0
89,Marcedes Lewis,CHI,TE,0.0,0,0.0,6.6,72.5,1.0,0.1,0.0,0.0,0,0.0,0.0
90,Jeremy Ruckert,NYJ,TE,0.0,0,0.0,6.9,94.0,0.6,0.0,0.0,0.0,0,0.0,0.0
91,Jack Stoll,PHI,TE,0.0,0,0.0,9.4,99.9,0.4,0.0,0.0,0.0,0,0.0,0.0
92,Drew Sample,CIN,TE,0.0,0,0.0,9.8,89.4,0.6,0.1,0.0,0.0,0,0.0,0.0
93,Cole Turner,WAS,TE,0.0,0,0.0,4.8,98.4,0.4,0.1,0.0,0.0,0,0.0,0.0
94,Zack Kuntz,NYJ,TE,0.0,0,0.0,0.0,102.8,0.3,0.1,0.0,0.0,0,0.0,0.0
95,Julian Hill,MIA,TE,0.0,0,0.0,0.0,102.8,0.3,0.1,0.0,0.0,0,0.0,0.0
96,Mitchell Wilcox,CIN,TE,0.0,0,0.0,8.3,97.8,0.3,0.0,0.0,0.0,0,0.0,0.0
97,Tanner Hudson,CIN,TE,0.0,0,0.0,11.8,84.4,0.5,0.0,0.0,0.0,0,0.0,0.0
98,Quintin Morris,BUF,TE,0.0,0,0.0,7.3,85.0,0.6,0.4,0.0,0.0,0,0.0,0.0
99,Stone Smartt,LAC,TE,0.0,0,0.0,9.1,74.5,0.6,0.0,0.0,0.0,0,0.0,0.0
100,Johnny Mundt,MIN,TE,0.0,0,0.0,7.7,78.6,0.5,0.0,0.0,0.0,0,0.0,0.0
101,Jody Fortson,KC,TE,0.0,0,0.0,6.1,92.1,0.4,0.5,0.0,0.0,0,0.0,0.0
102,Chris Manhertz,DEN,TE,0.0,0,0.0,6.7,77.5,0.5,0.0,0.0,0.0,0,0.0,0.0
103,Reggie Gilliam,BUF,TE,0.0,0,0.0,8.3,64.8,0.6,0.0,0.0,0.0,0,0.0,0.0
104,Andrew Beck,HOU,TE,0.0,0,0.0,8.9,77.0,0.2,0.0,0.0,0.0,0,0.0,0.0
105,Luke Farrell,JAC,TE,0.0,0,0.0,6.5,78.5,0.4,0.0,0.0,0.0,0,0.0,0.0
106,Giovanni Ricci,CAR,TE,0.0,0,0.0,6.4,88.7,0.2,0.0,0.0,0.0,0,0.0,0.0
107,Jesper Horsted,LV,TE,0.0,0,0.0,5.9,67.1,0.5,0.0,0.0,0.0,0,0.0,0.0
108,Kenny Yeboah,NYJ,TE,0.0,0,0.0,0.0,79.8,0.3,0.1,0.0,0.0,0,0.0,0.0
109,John FitzPatrick,ATL,TE,0.0,0,0.0,6.6,53.3,0.6,0.0,0.0,0.0,0,0.0,0.0
110,Nate Adkins,DEN,TE,0.0,0,0.0,0.0,68.2,0.3,0.0,0.0,0.0,0,0.0,0.0
111,Grant Calcaterra,PHI,TE,0.0,0,0.0,3.2,69.3,0.3,0.1,0.0,0.0,0,0.0,0.0
112,Kaden Smith,WAS,TE,0.0,0,0.0,6.3,57.8,0.5,0.0,0.0,0.0,0,0.0,0.0
113,MyCole Pruitt,ATL,TE,0.0,0,0.0,3.2,55.1,0.5,0.0,0.0,0.0,0,0.0,0.0
114,David Wells,TB,TE,0.0,0,0.0,3.3,56.4,0.4,0.1,0.0,0.0,0,0.0,0.0
115,Charlie Woerner,SF,TE,0.0,0,0.0,5.4,59.2,0.4,0.1,0.0,0.0,0,0.0,0.0
116,Curtis Hodges,WAS,TE,0.0,0,0.0,6.3,48.2,0.5,0.0,0.0,0.0,0,0.0,0.0
117,Cameron Latu,SF,TE,0.0,0,0.0,4.2,62.8,0.3,0.1,0.0,0.0,0,0.0,0.0
118,Brayden Willis,SF,TE,0.0,0,0.0,5.4,50.5,0.5,0.0,0.0,0.0,0,0.0,0.0
119,Armani Rogers,WAS,TE,0.0,0,0.0,7.3,51.5,0.4,0.0,0.0,0.0,0,0.0,0.0
120,Matt Sokol,NE,TE,0.0,0,0.0,4.5,46.9,0.4,0.0,0.0,0.0,0,0.0,0.0
121,Andrew Ogletree,IND,TE,0.0,0,0.0,5.2,42.6,0.4,0.0,0.0,0.0,0,0.0,0.0
122,Tyler Davis,GB,TE,0.0,0,0.0,4.3,42.7,0.4,0.0,0.0,0.0,0,0.0,0.0
123,Nick Vannett,LAC,TE,0.0,0,0.0,2.3,42.0,0.4,0.0,0.0,0.0,0,0.0,0.0
124,Shane Zylstra,DET,TE,0.0,0,0.0,3.9,43.6,0.3,0.0,0.0,0.0,0,0.0,0.0
125,Tommy Sweeney,NYG,TE,0.0,0,0.0,3.7,28.8,0.3,0.0,0.0,0.0,0,0.0,0.0
126,Nick Muse,MIN,TE,0.0,0,0.0,0.0,24.2,0.3,0.0,0.0,0.0,0,0.0,0.0
127,Blake Whiteheart,ARI,TE,0.0,0,0.0,0.0,24.2,0.3,0.0,0.0,0.0,0,0.0,0.0
128,Tanner Taula,TB,TE,0.0,0,0.0,0.0,24.2,0.3,0.0,0.0,0.0,0,0.0,0.0
129,Feleipe Franks,ATL,TE,0.0,0,0.0,3.1,28.9,0.2,0.0,0.0,0.0,0,0.0,0.0
130,Parker Hesse,ATL,TE,0.0,0,0.0,2.9,27.8,0.2,0.0,0.0,0.0,0,0.0,0.0
131,Sean McKeon,DAL,TE,0.0,0,0.0,1.1,18.6,0.3,0.0,0.0,0.0,0,0.0,0.0
132,Kevin Rader,TEN,TE,0.0,0,0.0,0.8,16.2,0.3,0.0,0.0,0.0,0,0.0,0.0
133,Tyree Jackson,NYG,TE,0.0,0,0.0,1.2,15.9,0.2,0.0,0.0,0.0,0,0.0,0.0
134,Pharaoh Brown,NE,TE,0.0,0,0.0,0.0,32.5,0.0,0.1,0.0,0.0,0,0.0,0.0
135,Tyler Mabry,SEA,TE,0.0,0,0.0,0.8,7.8,0.1,0.0,0.0,0.0,0,0.0,0.0
136,Ben Mason,BAL,TE,0.0,0,0.0,0.3,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0
137,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
138,0,0,TE,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0
